"BRCD","BRANCH","CIRCLE","NETWORK","MOD NO","MODULE","REG NO","BGL","BGLDESC","REF","AMOUNT","POST DATE","DAYS","TAT","SL NO","OVERDUE","DAYS PASSED"
"995","MANAPPARAI ","CHENNAI","2","22","TRICHY","4","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224559115084","-1000","2025-02-24","22","45","3","-23","23"
"995","MANAPPARAI ","CHENNAI","2","22","TRICHY","4","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224559115290","-1000","2025-02-24","22","45","3","-23","23"
"995","MANAPPARAI ","CHENNAI","2","22","TRICHY","4","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250311464572935","-5000","2025-03-11","7","45","3","-38","8"
"995","MANAPPARAI ","CHENNAI","2","22","TRICHY","4","3199304","SUNDRY DEPOSIT NEFT-GRPT FAILED TX","NEFTSBIN525076619060","2700","2025-03-17","1","45","1","-44","2"
"995","MANAPPARAI ","CHENNAI","2","22","TRICHY","4","98731","SUSPENSE - OTHERS","SYS00000000468065126","-4000","2025-03-18","0","45","2","-45","1"
"995","MANAPPARAI ","CHENNAI","2","22","TRICHY","4","98731","SUSPENSE - OTHERS","SYS00000000468066338","-8000","2025-03-18","0","45","2","-45","1"
"995","MANAPPARAI ","CHENNAI","2","22","TRICHY","4","98731","SUSPENSE - OTHERS","SYS00000000468066339","-5000","2025-03-18","0","45","2","-45","1"
"995","MANAPPARAI ","CHENNAI","2","22","TRICHY","4","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000466753429","14000","2025-03-03","15","45","1","-30","16"
"995","MANAPPARAI ","CHENNAI","2","22","TRICHY","4","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000467922611","3607464","2025-03-17","1","45","1","-44","2"
"995","MANAPPARAI ","CHENNAI","2","22","TRICHY","4","98731","SUSPENSE - OTHERS","SYS00000000467949596","-50756.84","2025-03-17","1","45","2","-44","2"
"1039","AGRI COMM BRANCH MANAMADURAI            ","CHENNAI","2","22","TRICHY","3","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224559142708","-7000","2025-02-24","22","45","3","-23","23"
"1039","AGRI COMM BRANCH MANAMADURAI            ","CHENNAI","2","22","TRICHY","3","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250316065561659","-2000","2025-03-16","2","45","3","-43","3"
"1039","AGRI COMM BRANCH MANAMADURAI            ","CHENNAI","2","22","TRICHY","3","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000467727431","10000","2025-03-14","4","45","1","-41","5"
"1039","AGRI COMM BRANCH MANAMADURAI            ","CHENNAI","2","22","TRICHY","3","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000467577584","559500","2025-03-12","6","45","1","-39","7"
"1039","AGRI COMM BRANCH MANAMADURAI            ","CHENNAI","2","22","TRICHY","3","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000466263739","820000","2025-02-25","21","45","1","-24","22"
"1311","AGRI COMM BRANCH ALANGUDI               ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250316065561716","-5000","2025-03-16","2","45","3","-43","3"
"1311","AGRI COMM BRANCH ALANGUDI               ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250316065561788","-5000","2025-03-16","2","45","3","-43","3"
"1311","AGRI COMM BRANCH ALANGUDI               ","CHENNAI","2","22","TRICHY","2","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000465853959","-500","2025-02-20","26","45","2","-19","27"
"1311","AGRI COMM BRANCH ALANGUDI               ","CHENNAI","2","22","TRICHY","2","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000466860380","-1000","2025-03-04","14","45","2","-31","15"
"1311","AGRI COMM BRANCH ALANGUDI               ","CHENNAI","2","22","TRICHY","2","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000467834860","-828","2025-03-15","3","45","2","-42","4"
"1311","AGRI COMM BRANCH ALANGUDI               ","CHENNAI","2","22","TRICHY","2","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000467836403","-632","2025-03-15","3","45","2","-42","4"
"1311","AGRI COMM BRANCH ALANGUDI               ","CHENNAI","2","22","TRICHY","2","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000467960416","-1000","2025-03-17","1","45","2","-44","2"
"1311","AGRI COMM BRANCH ALANGUDI               ","CHENNAI","2","22","TRICHY","2","98731","SUSPENSE - OTHERS","SYS00000000465669899","-417.95","2025-02-18","28","45","2","-17","29"
"1311","AGRI COMM BRANCH ALANGUDI               ","CHENNAI","2","22","TRICHY","2","98731","SUSPENSE - OTHERS","SYS00000000468058469","-14500","2025-03-18","0","45","2","-45","1"
"1311","AGRI COMM BRANCH ALANGUDI               ","CHENNAI","2","22","TRICHY","2","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000467643104","9000","2025-03-13","5","45","1","-40","6"
"1311","AGRI COMM BRANCH ALANGUDI               ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224559341475","-3000","2025-02-24","22","45","3","-23","23"
"1311","AGRI COMM BRANCH ALANGUDI               ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224559341330","-500","2025-02-24","22","45","3","-23","23"
"1311","AGRI COMM BRANCH ALANGUDI               ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224559341163","-3524.78","2025-02-24","22","45","3","-23","23"
"1311","AGRI COMM BRANCH ALANGUDI               ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224559340991","-3000","2025-02-24","22","45","3","-23","23"
"1311","AGRI COMM BRANCH ALANGUDI               ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224559340752","-3500","2025-02-24","22","45","3","-23","23"
"1311","AGRI COMM BRANCH ALANGUDI               ","CHENNAI","2","22","TRICHY","2","3199304","SUNDRY DEPOSIT NEFT-GRPT FAILED TX","NEFTSBIN525076790589","2081","2025-03-17","1","45","1","-44","2"
"1311","AGRI COMM BRANCH ALANGUDI               ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250221401719579","-10000","2025-02-21","25","45","3","-20","26"
"1311","AGRI COMM BRANCH ALANGUDI               ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250221401719493","-10000","2025-02-21","25","45","3","-20","26"
"1311","AGRI COMM BRANCH ALANGUDI               ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250221401719397","-10000","2025-02-21","25","45","3","-20","26"
"1311","AGRI COMM BRANCH ALANGUDI               ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250221401719300","-10000","2025-02-21","25","45","3","-20","26"
"1311","AGRI COMM BRANCH ALANGUDI               ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250221401719180","-10000","2025-02-21","25","45","3","-20","26"
"1311","AGRI COMM BRANCH ALANGUDI               ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS00000000465998018","-1024.78","2025-02-22","24","45","3","-21","25"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224559341806","-2000","2025-02-24","22","45","3","-23","23"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS00000000466883469","-11.8","2025-03-04","14","45","3","-31","15"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS00000000466883470","-11.8","2025-03-04","14","45","3","-31","15"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS00000000467237283","-11.8","2025-03-08","10","45","3","-35","11"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS00000000467240942","-11.8","2025-03-08","10","45","3","-35","11"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250317447746109","-10000","2025-03-17","1","45","3","-44","2"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250318520027344","-1300","2025-03-18","0","45","3","-45","1"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250318520690809","-8000","2025-03-18","0","45","3","-45","1"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","98731","SUSPENSE - OTHERS","SYS00000000466306046","-24054","2025-02-26","20","45","2","-25","21"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","98731","SUSPENSE - OTHERS","SYS00000000466310194","-288000","2025-02-26","20","45","2","-25","21"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","98731","SUSPENSE - OTHERS","SYS00000000466310196","-280000","2025-02-26","20","45","2","-25","21"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000466262890","1400","2025-02-25","21","45","1","-24","22"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000466262901","1500","2025-02-25","21","45","1","-24","22"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000466262919","16000","2025-02-25","21","45","1","-24","22"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000466262890","-200","2025-02-26","20","45","1","-25","21"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000466513112","299","2025-02-28","18","45","1","-27","19"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000466262890","-200","2025-03-11","7","45","1","-38","8"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000467595794","10000","2025-03-12","6","45","1","-39","7"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000468092463","636137","2025-03-18","0","45","1","-45","1"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","3199304","SUNDRY DEPOSIT NEFT-GRPT FAILED TX","NEFTSBIN525075297689","50000","2025-03-16","2","45","1","-43","3"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0013120404255947","-7200000","2025-03-18","0","3","5","-3","1"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0013120404255947","300000","2025-03-18","0","3","5","-3","1"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0013120404255947","200000","2025-03-18","0","3","5","-3","1"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0013120404255947","1000000","2025-03-18","0","3","5","-3","1"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0013120404255947","800000","2025-03-18","0","3","5","-3","1"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0013120404255947","1000000","2025-03-18","0","3","5","-3","1"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0013120404255947","1000000","2025-03-18","0","3","5","-3","1"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0013120404255947","100000","2025-03-18","0","3","5","-3","1"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0013120404255947","600000","2025-03-18","0","3","5","-3","1"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0013120404255947","700000","2025-03-18","0","3","5","-3","1"
"1312","TIRUCHIRAPALLI TOWN                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0013120404255947","1000000","2025-03-18","0","3","5","-3","1"
"1363","HEAVY ELECTRICAL, KAILASAPURAM          ","CHENNAI","2","22","TRICHY","1","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224559552665","-2900","2025-02-24","22","45","3","-23","23"
"1363","HEAVY ELECTRICAL, KAILASAPURAM          ","CHENNAI","2","22","TRICHY","1","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250307541872232","-4.42","2025-03-07","11","45","3","-34","12"
"1363","HEAVY ELECTRICAL, KAILASAPURAM          ","CHENNAI","2","22","TRICHY","1","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250318521328520","-29500","2025-03-18","0","45","3","-45","1"
"1363","HEAVY ELECTRICAL, KAILASAPURAM          ","CHENNAI","2","22","TRICHY","1","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000466309151","-176792","2025-02-26","20","45","2","-25","21"
"1363","HEAVY ELECTRICAL, KAILASAPURAM          ","CHENNAI","2","22","TRICHY","1","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000466309154","-36776","2025-02-26","20","45","2","-25","21"
"1363","HEAVY ELECTRICAL, KAILASAPURAM          ","CHENNAI","2","22","TRICHY","1","98731","SUSPENSE - OTHERS","SYS00000000466496783","-5497.75","2025-02-28","18","45","2","-27","19"
"1363","HEAVY ELECTRICAL, KAILASAPURAM          ","CHENNAI","2","22","TRICHY","1","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000465921439","14000","2025-02-21","25","45","1","-20","26"
"1363","HEAVY ELECTRICAL, KAILASAPURAM          ","CHENNAI","2","22","TRICHY","1","2399962","EXIMBILLS SUSPENSE AC (OUTWARD BILLS)","SYS00000000468082375","8987302.61","2025-03-18","0","3","5","-3","1"
"1418","KARAIKAL ","CHENNAI","2","22","TRICHY","5","4597997","INB MISCELLANEOUS CREDIT IMPS","SYS20250318389210464","10000","2025-03-18","0","15","7","-15","1"
"1418","KARAIKAL ","CHENNAI","2","22","TRICHY","5","98746","SD - EXCESS CASH","SYS00000000467464423","10000","2025-03-11","7","NA","NIL","NA","8"
"1418","KARAIKAL ","CHENNAI","2","22","TRICHY","5","4897945","Sys. Suspense Govt. Challan with clg cheque","SYS00000000468090763","222429","2025-03-18","0","3","5","-3","1"
"1418","KARAIKAL ","CHENNAI","2","22","TRICHY","5","98576","SD . UNIDENTIFIED CREDITS . CASH B","SYS00000000467597564","713600","2025-03-12","6","45","1","-39","7"
"1418","KARAIKAL ","CHENNAI","2","22","TRICHY","5","98576","SD . UNIDENTIFIED CREDITS . CASH B","SYS00000000467600988","51300","2025-03-12","6","45","1","-39","7"
"1418","KARAIKAL ","CHENNAI","2","22","TRICHY","5","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250213451470681","-10000","2025-02-13","33","45","3","-12","34"
"1418","KARAIKAL ","CHENNAI","2","22","TRICHY","5","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250315170592658","-56800","2025-03-15","3","45","3","-42","4"
"1418","KARAIKAL ","CHENNAI","2","22","TRICHY","5","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250315262661822","-721900","2025-03-15","3","45","3","-42","4"
"1418","KARAIKAL ","CHENNAI","2","22","TRICHY","5","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS00000000468009401","-11.8","2025-03-18","0","45","3","-45","1"
"1418","KARAIKAL ","CHENNAI","2","22","TRICHY","5","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000467071422","-2000","2025-03-06","12","45","2","-33","13"
"1418","KARAIKAL ","CHENNAI","2","22","TRICHY","5","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000467689446","-330872","2025-03-13","5","45","2","-40","6"
"1418","KARAIKAL ","CHENNAI","2","22","TRICHY","5","98731","SUSPENSE - OTHERS","SYS00000000467687077","-158904.3","2025-03-13","5","45","2","-40","6"
"1418","KARAIKAL ","CHENNAI","2","22","TRICHY","5","98731","SUSPENSE - OTHERS","SYS00000000467687078","-332060","2025-03-13","5","45","2","-40","6"
"1418","KARAIKAL ","CHENNAI","2","22","TRICHY","5","98731","SUSPENSE - OTHERS","SYS00000000467687084","-568325","2025-03-13","5","45","2","-40","6"
"1418","KARAIKAL ","CHENNAI","2","22","TRICHY","5","98731","SUSPENSE - OTHERS","SYS00000000467687091","-230346.43","2025-03-13","5","45","2","-40","6"
"1418","KARAIKAL ","CHENNAI","2","22","TRICHY","5","98731","SUSPENSE - OTHERS","SYS00000000467688999","-199940","2025-03-13","5","45","2","-40","6"
"1418","KARAIKAL ","CHENNAI","2","22","TRICHY","5","98731","SUSPENSE - OTHERS","SYS00000000467689001","-871749.25","2025-03-13","5","45","2","-40","6"
"1418","KARAIKAL ","CHENNAI","2","22","TRICHY","5","98731","SUSPENSE - OTHERS","SYS00000000467689002","-553496","2025-03-13","5","45","2","-40","6"
"1418","KARAIKAL ","CHENNAI","2","22","TRICHY","5","98731","SUSPENSE - OTHERS","SYS00000000467690429","-475060","2025-03-13","5","45","2","-40","6"
"1418","KARAIKAL ","CHENNAI","2","22","TRICHY","5","4599274","ATM SHORT CASH ACCOUNT","SYS00000000467586920","-3000","2025-03-12","6","20","7","-14","7"
"1617","NATIONAL INSTITUTE OF TECHNOLOGY        ","CHENNAI","2","22","TRICHY","1","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000465923069","5000","2025-02-21","25","45","1","-20","26"
"1645","AGRI COMM BRANCH AYYAMPALAYAM           ","CHENNAI","2","22","TRICHY","4","4898587","Diff in parking ac with INB facility","SYS00000000468122414","70000","2025-03-18","0","0","9","0","1"
"1645","AGRI COMM BRANCH AYYAMPALAYAM           ","CHENNAI","2","22","TRICHY","4","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000466600706","9000","2025-03-01","17","45","1","-28","18"
"1645","AGRI COMM BRANCH AYYAMPALAYAM           ","CHENNAI","2","22","TRICHY","4","98731","SUSPENSE - OTHERS","SYS00000000467728604","-50000","2025-03-14","4","45","2","-41","5"
"1645","AGRI COMM BRANCH AYYAMPALAYAM           ","CHENNAI","2","22","TRICHY","4","98731","SUSPENSE - OTHERS","SYS00000000466603450","-8360.79","2025-03-01","17","45","2","-28","18"
"1725","AGRI COMM BRANCH KARAIKAL               ","CHENNAI","2","22","TRICHY","5","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250301529483533","-500","2025-03-01","17","45","3","-28","18"
"1897","VADAPATHIMANGALAM ADB                   ","CHENNAI","2","22","TRICHY","5","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250317515500048","-0.24","2025-03-17","1","45","3","-44","2"
"1897","VADAPATHIMANGALAM ADB                   ","CHENNAI","2","22","TRICHY","5","98731","SUSPENSE - OTHERS","SYS00000000466880589","-6125.38","2025-03-04","14","45","2","-31","15"
"1897","VADAPATHIMANGALAM ADB                   ","CHENNAI","2","22","TRICHY","5","98731","SUSPENSE - OTHERS","SYS00000000467746267","-62281","2025-03-14","4","45","2","-41","5"
"1897","VADAPATHIMANGALAM ADB                   ","CHENNAI","2","22","TRICHY","5","4897932","INWARD SUBSIDY REMIT - NEFT/RTGS","SYS00000000468088560","57000","2025-03-18","0","7","6","-7","1"
"1897","VADAPATHIMANGALAM ADB                   ","CHENNAI","2","22","TRICHY","5","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250221401744774","-10000","2025-02-21","25","45","3","-20","26"
"1897","VADAPATHIMANGALAM ADB                   ","CHENNAI","2","22","TRICHY","5","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224559954690","-500","2025-02-24","22","45","3","-23","23"
"1897","VADAPATHIMANGALAM ADB                   ","CHENNAI","2","22","TRICHY","5","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224559954959","-7000","2025-02-24","22","45","3","-23","23"
"1897","VADAPATHIMANGALAM ADB                   ","CHENNAI","2","22","TRICHY","5","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224559955124","-2000","2025-02-24","22","45","3","-23","23"
"1983","SRIRANGAM(TIRUCHIRAPALLI) ","CHENNAI","2","22","TRICHY","1","98731","SUSPENSE - OTHERS","SYS00000000468034180","-9000","2025-03-18","0","45","2","-45","1"
"1983","SRIRANGAM(TIRUCHIRAPALLI) ","CHENNAI","2","22","TRICHY","1","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000466689762","15000","2025-03-03","15","45","1","-30","16"
"1983","SRIRANGAM(TIRUCHIRAPALLI) ","CHENNAI","2","22","TRICHY","1","98731","SUSPENSE - OTHERS","SYS00000000467924704","-14267","2025-03-17","1","45","2","-44","2"
"1983","SRIRANGAM(TIRUCHIRAPALLI) ","CHENNAI","2","22","TRICHY","1","98731","SUSPENSE - OTHERS","SYS00000000466515698","-1142.88","2025-02-28","18","45","2","-27","19"
"1983","SRIRANGAM(TIRUCHIRAPALLI) ","CHENNAI","2","22","TRICHY","1","98731","SUSPENSE - OTHERS","SYS00000000466314233","-2000","2025-02-26","20","45","2","-25","21"
"1983","SRIRANGAM(TIRUCHIRAPALLI) ","CHENNAI","2","22","TRICHY","1","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000468090976","-227500","2025-03-18","0","45","2","-45","1"
"1983","SRIRANGAM(TIRUCHIRAPALLI) ","CHENNAI","2","22","TRICHY","1","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000467923658","-249600","2025-03-17","1","45","2","-44","2"
"1983","SRIRANGAM(TIRUCHIRAPALLI) ","CHENNAI","2","22","TRICHY","1","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000465413476","-15000","2025-02-15","31","45","2","-14","32"
"1983","SRIRANGAM(TIRUCHIRAPALLI) ","CHENNAI","2","22","TRICHY","1","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000467418594","-2000","2025-03-11","7","45","2","-38","8"
"2223","KILAKKARAI ","CHENNAI","2","22","TRICHY","3","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250213425104763","-9000","2025-02-13","33","45","3","-12","34"
"2223","KILAKKARAI ","CHENNAI","2","22","TRICHY","3","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224560401379","-4000","2025-02-24","22","45","3","-23","23"
"2223","KILAKKARAI ","CHENNAI","2","22","TRICHY","3","98731","SUSPENSE - OTHERS","SYS00000000465824161","-2000","2025-02-20","26","45","2","-19","27"
"2223","KILAKKARAI ","CHENNAI","2","22","TRICHY","3","98731","SUSPENSE - OTHERS","SYS00000000466121509","-2700","2025-02-24","22","45","2","-23","23"
"2223","KILAKKARAI ","CHENNAI","2","22","TRICHY","3","98731","SUSPENSE - OTHERS","SYS00000000467678801","-2000","2025-03-13","5","45","2","-40","6"
"2241","NEIKKARAPATTI ","CHENNAI","2","22","TRICHY","4","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224560406951","-1500","2025-02-24","22","45","3","-23","23"
"2241","NEIKKARAPATTI ","CHENNAI","2","22","TRICHY","4","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250227437869388","-200","2025-02-27","19","45","3","-26","20"
"2241","NEIKKARAPATTI ","CHENNAI","2","22","TRICHY","4","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250228527974739","-300","2025-02-28","18","45","3","-27","19"
"2241","NEIKKARAPATTI ","CHENNAI","2","22","TRICHY","4","98731","SUSPENSE - OTHERS","SYS00000000467980869","-15000","2025-03-17","1","45","2","-44","2"
"2241","NEIKKARAPATTI ","CHENNAI","2","22","TRICHY","4","98731","SUSPENSE - OTHERS","SYS00000000465671471","-660","2025-02-18","28","45","2","-17","29"
"2241","NEIKKARAPATTI ","CHENNAI","2","22","TRICHY","4","98731","SUSPENSE - OTHERS","SYS00000000465671484","-750","2025-02-18","28","45","2","-17","29"
"2241","NEIKKARAPATTI ","CHENNAI","2","22","TRICHY","4","98731","SUSPENSE - OTHERS","SYS00000000467449499","-3000","2025-03-11","7","45","2","-38","8"
"2241","NEIKKARAPATTI ","CHENNAI","2","22","TRICHY","4","98731","SUSPENSE - OTHERS","SYS00000000465670597","-315","2025-02-18","28","45","2","-17","29"
"2253","AGRI COMM BRANCH PARTHIBANUR            ","CHENNAI","2","22","TRICHY","3","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS00000000467703634","-11.8","2025-03-14","4","45","3","-41","5"
"2253","AGRI COMM BRANCH PARTHIBANUR            ","CHENNAI","2","22","TRICHY","3","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250212500066017","-5500","2025-02-12","34","45","3","-11","35"
"2268","AGRI COMM BRANCH SATHIRAKUDI            ","CHENNAI","2","22","TRICHY","3","98533","SYSTEM SUSPENSE AC - ORIG CREDIT","SYS00000000467908295","875","2025-03-17","1","3","5","-2","2"
"2268","AGRI COMM BRANCH SATHIRAKUDI            ","CHENNAI","2","22","TRICHY","3","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250221401814131","-10000","2025-02-21","25","45","3","-20","26"
"2268","AGRI COMM BRANCH SATHIRAKUDI            ","CHENNAI","2","22","TRICHY","3","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250221401814208","-10000","2025-02-21","25","45","3","-20","26"
"2268","AGRI COMM BRANCH SATHIRAKUDI            ","CHENNAI","2","22","TRICHY","3","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250221401814313","-10000","2025-02-21","25","45","3","-20","26"
"2268","AGRI COMM BRANCH SATHIRAKUDI            ","CHENNAI","2","22","TRICHY","3","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000466293725","8974","2025-02-26","20","45","1","-25","21"
"2268","AGRI COMM BRANCH SATHIRAKUDI            ","CHENNAI","2","22","TRICHY","3","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS00000000467519002","-10024.78","2025-03-12","6","45","3","-39","7"
"2268","AGRI COMM BRANCH SATHIRAKUDI            ","CHENNAI","2","22","TRICHY","3","98582","CUST AC DEBITED - ATM CASH NOT DISBURSED","SYS20250315263487120","10024.78","2025-03-15","3","15","7","-12","4"
