"BRCD","BRANCH","CIRCLE","NETWORK","MOD NO","MODULE","REG NO","BGL","BGLDESC","REF","AMOUNT","POST DATE","DAYS","TAT","SL NO","OVERDUE","DAYS PASSED"
"16394","PONNAMPATTI ","CHENNAI","2","22","TRICHY","4","98731","SUSPENSE - OTHERS","SYS00000000466499547","-80000","2025-02-28","18","45","2","-27","19"
"16526","NRI BRANCH TIRUCHIRAPALLI               ","CHENNAI","2","22","TRICHY","1","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000466492010","4000","2025-02-28","18","45","1","-27","19"
"16549","PALANI TOWN                             ","CHENNAI","2","22","TRICHY","4","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000466651102","6000","2025-03-01","17","45","1","-28","18"
"16549","PALANI TOWN                             ","CHENNAI","2","22","TRICHY","4","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000466966596","500","2025-03-05","13","45","1","-32","14"
"16549","PALANI TOWN                             ","CHENNAI","2","22","TRICHY","4","4599272","CASH POINT EXCESS CASH FOUND ACCOUNT","SYS00000000467813209","-89000","2025-03-15","3","5","6","-2","4"
"16549","PALANI TOWN                             ","CHENNAI","2","22","TRICHY","4","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224568163595","-4024.78","2025-02-24","22","45","3","-23","23"
"16549","PALANI TOWN                             ","CHENNAI","2","22","TRICHY","4","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250310592528997","-255.12","2025-03-10","8","45","3","-37","9"
"16549","PALANI TOWN                             ","CHENNAI","2","22","TRICHY","4","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250318513491990","-2.36","2025-03-18","0","45","3","-45","1"
"16573","AGRI COMM BRANCH ATHOOR                 ","CHENNAI","2","22","TRICHY","4","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000466470452","5000","2025-02-28","18","45","1","-27","19"
"16573","AGRI COMM BRANCH ATHOOR                 ","CHENNAI","2","22","TRICHY","4","98731","SUSPENSE - OTHERS","SYS00000000466974429","-750","2025-03-05","13","45","2","-32","14"
"16573","AGRI COMM BRANCH ATHOOR                 ","CHENNAI","2","22","TRICHY","4","98731","SUSPENSE - OTHERS","SYS00000000465883987","-14080","2025-02-20","26","45","2","-19","27"
"16573","AGRI COMM BRANCH ATHOOR                 ","CHENNAI","2","22","TRICHY","4","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224568166034","-1000","2025-02-24","22","45","3","-23","23"
"16573","AGRI COMM BRANCH ATHOOR                 ","CHENNAI","2","22","TRICHY","4","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000466593735","7040","2025-03-01","17","45","1","-28","18"
"16829","AGRI COMM BRANCH KALAYARKOIL            ","CHENNAI","2","22","TRICHY","3","4597998","INB MISCELLANEOUS DEBIT IMPS","SYS20250318268599637","-1960","2025-03-18","0","45","2","-45","1"
"16829","AGRI COMM BRANCH KALAYARKOIL            ","CHENNAI","2","22","TRICHY","3","3199304","SUNDRY DEPOSIT NEFT-GRPT FAILED TX","NEFTSBIN125076270201","500","2025-03-17","1","45","1","-44","2"
"16829","AGRI COMM BRANCH KALAYARKOIL            ","CHENNAI","2","22","TRICHY","3","98731","SUSPENSE - OTHERS","SYS00000000465846554","-7107.1","2025-02-20","26","45","2","-19","27"
"16829","AGRI COMM BRANCH KALAYARKOIL            ","CHENNAI","2","22","TRICHY","3","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000466586931","-2000","2025-03-01","17","45","2","-28","18"
"16829","AGRI COMM BRANCH KALAYARKOIL            ","CHENNAI","2","22","TRICHY","3","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224568181336","-2000","2025-02-24","22","45","3","-23","23"
"16829","AGRI COMM BRANCH KALAYARKOIL            ","CHENNAI","2","22","TRICHY","3","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250221403040137","-10000","2025-02-21","25","45","3","-20","26"
"16829","AGRI COMM BRANCH KALAYARKOIL            ","CHENNAI","2","22","TRICHY","3","98576","SD . UNIDENTIFIED CREDITS . CASH B","SYS00000000468092535","250000","2025-03-18","0","45","1","-45","1"
"16829","AGRI COMM BRANCH KALAYARKOIL            ","CHENNAI","2","22","TRICHY","3","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250221403040045","-10000","2025-02-21","25","45","3","-20","26"
"16830","TIRUVARUR TOWN                          ","CHENNAI","2","22","TRICHY","5","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000467970580","-30000","2025-03-17","1","45","2","-44","2"
"16831","AGRI COMM BRANCH MADUKKUR               ","CHENNAI","2","22","TRICHY","2","98731","SUSPENSE - OTHERS","SYS00000000467319290","-3500","2025-03-10","8","45","2","-37","9"
"17282","MANNARGUDI TOWN                         ","CHENNAI","2","22","TRICHY","5","98746","SD - EXCESS CASH","SYS00000000465178224","500","2025-02-12","34","NA","NIL","NA","35"
"17282","MANNARGUDI TOWN                         ","CHENNAI","2","22","TRICHY","5","98746","SD - EXCESS CASH","SYS00000000465590067","500","2025-02-17","29","NA","NIL","NA","30"
"17282","MANNARGUDI TOWN                         ","CHENNAI","2","22","TRICHY","5","98746","SD - EXCESS CASH","SYS00000000465972612","1000","2025-02-21","25","NA","NIL","NA","26"
"17282","MANNARGUDI TOWN                         ","CHENNAI","2","22","TRICHY","5","98746","SD - EXCESS CASH","SYS00000000464238926","200","2025-02-01","45","NA","NIL","NA","46"
"17282","MANNARGUDI TOWN                         ","CHENNAI","2","22","TRICHY","5","98746","SD - EXCESS CASH","SYS00000000463156622","2000","2025-01-21","56","NA","NIL","NA","57"
"17282","MANNARGUDI TOWN                         ","CHENNAI","2","22","TRICHY","5","98731","SUSPENSE - OTHERS","SYS00000000467736587","-31812","2025-03-14","4","45","2","-41","5"
"17282","MANNARGUDI TOWN                         ","CHENNAI","2","22","TRICHY","5","98731","SUSPENSE - OTHERS","SYS00000000467018653","-53874","2025-03-06","12","45","2","-33","13"
"17282","MANNARGUDI TOWN                         ","CHENNAI","2","22","TRICHY","5","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000467373292","24900","2025-03-10","8","45","1","-37","9"
"17282","MANNARGUDI TOWN                         ","CHENNAI","2","22","TRICHY","5","98576","SD . UNIDENTIFIED CREDITS . CASH B","SYS00000000467909702","511000","2025-03-17","1","45","1","-44","2"
"17282","MANNARGUDI TOWN                         ","CHENNAI","2","22","TRICHY","5","98731","SUSPENSE - OTHERS","SYS00000000466460768","-22000","2025-02-28","18","45","2","-27","19"
"17712","SIVAGANGA MEDICAL COLLEGE               ","CHENNAI","2","22","TRICHY","3","98731","SUSPENSE - OTHERS","SYS00000000468059345","-2124","2025-03-18","0","45","2","-45","1"
"17712","SIVAGANGA MEDICAL COLLEGE               ","CHENNAI","2","22","TRICHY","3","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000466729321","-2000","2025-03-03","15","45","2","-30","16"
"17712","SIVAGANGA MEDICAL COLLEGE               ","CHENNAI","2","22","TRICHY","3","98731","SUSPENSE - OTHERS","SYS00000000468060777","-2371.82","2025-03-18","0","45","2","-45","1"
"17713","BHEL TIRUMAYAM                          ","CHENNAI","2","22","TRICHY","2","4597997","INB MISCELLANEOUS CREDIT IMPS","SYS20250316262114291","15000","2025-03-16","2","15","7","-13","3"
"17713","BHEL TIRUMAYAM                          ","CHENNAI","2","22","TRICHY","2","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000466813593","-1000","2025-03-04","14","45","2","-31","15"
"17713","BHEL TIRUMAYAM                          ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250312519235873","-0.96","2025-03-12","6","45","3","-39","7"
"18063","AGRI COMM BRANCH PATTUKOTTAI TOWN       ","CHENNAI","2","22","TRICHY","2","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000467632702","-360","2025-03-13","5","45","2","-40","6"
"18063","AGRI COMM BRANCH PATTUKOTTAI TOWN       ","CHENNAI","2","22","TRICHY","2","98731","SUSPENSE - OTHERS","SYS00000000466401071","-4000","2025-02-27","19","45","2","-26","20"
"18063","AGRI COMM BRANCH PATTUKOTTAI TOWN       ","CHENNAI","2","22","TRICHY","2","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000467416931","4000","2025-03-11","7","45","1","-38","8"
"18063","AGRI COMM BRANCH PATTUKOTTAI TOWN       ","CHENNAI","2","22","TRICHY","2","98731","SUSPENSE - OTHERS","SYS00000000467416903","-3500","2025-03-11","7","45","2","-38","8"
"18063","AGRI COMM BRANCH PATTUKOTTAI TOWN       ","CHENNAI","2","22","TRICHY","2","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000467444204","-7600","2025-03-11","7","45","2","-38","8"
"18063","AGRI COMM BRANCH PATTUKOTTAI TOWN       ","CHENNAI","2","22","TRICHY","2","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000467443871","-410","2025-03-11","7","45","2","-38","8"
"18063","AGRI COMM BRANCH PATTUKOTTAI TOWN       ","CHENNAI","2","22","TRICHY","2","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000467161330","-5160","2025-03-07","11","45","2","-34","12"
"18063","AGRI COMM BRANCH PATTUKOTTAI TOWN       ","CHENNAI","2","22","TRICHY","2","98731","SUSPENSE - OTHERS","SYS00000000466970104","-11418.37","2025-03-05","13","45","2","-32","14"
"18063","AGRI COMM BRANCH PATTUKOTTAI TOWN       ","CHENNAI","2","22","TRICHY","2","98731","SUSPENSE - OTHERS","SYS00000000467416893","-1323","2025-03-11","7","45","2","-38","8"
"18063","AGRI COMM BRANCH PATTUKOTTAI TOWN       ","CHENNAI","2","22","TRICHY","2","98576","SD . UNIDENTIFIED CREDITS . CASH B","SYS00000000467981529","8602","2025-03-17","1","45","1","-44","2"
"18063","AGRI COMM BRANCH PATTUKOTTAI TOWN       ","CHENNAI","2","22","TRICHY","2","98576","SD . UNIDENTIFIED CREDITS . CASH B","SYS00000000467981531","6981","2025-03-17","1","45","1","-44","2"
"18063","AGRI COMM BRANCH PATTUKOTTAI TOWN       ","CHENNAI","2","22","TRICHY","2","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000465938801","-488","2025-02-21","25","45","2","-20","26"
"18063","AGRI COMM BRANCH PATTUKOTTAI TOWN       ","CHENNAI","2","22","TRICHY","2","98728","SUSPENSE - ADHOC PAYMENTS","SYS00000000466307852","-854","2025-02-26","20","45","2","-25","21"
"18169","AGRI COMM BRANCH SWAMIMALAI             ","CHENNAI","2","22","TRICHY","2","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000467324634","4000","2025-03-10","8","45","1","-37","9"
"18169","AGRI COMM BRANCH SWAMIMALAI             ","CHENNAI","2","22","TRICHY","2","4597997","INB MISCELLANEOUS CREDIT IMPS","SYS20250314319633969","27000","2025-03-14","4","15","7","-11","5"
"18169","AGRI COMM BRANCH SWAMIMALAI             ","CHENNAI","2","22","TRICHY","2","98751","SUNDRY DEPOSITS-OTHERS","SYS00000000465863856","183711","2025-02-20","26","45","1","-19","27"
"18169","AGRI COMM BRANCH SWAMIMALAI             ","CHENNAI","2","22","TRICHY","2","98731","SUSPENSE - OTHERS","SYS00000000467324610","-3500","2025-03-10","8","45","2","-37","9"
"18169","AGRI COMM BRANCH SWAMIMALAI             ","CHENNAI","2","22","TRICHY","2","98731","SUSPENSE - OTHERS","SYS00000000467322198","-138.8","2025-03-10","8","45","2","-37","9"
"18169","AGRI COMM BRANCH SWAMIMALAI             ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250318479465017","-2000","2025-03-18","0","45","3","-45","1"
"18169","AGRI COMM BRANCH SWAMIMALAI             ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250305560978926","-10000","2025-03-05","13","45","3","-32","14"
"18169","AGRI COMM BRANCH SWAMIMALAI             ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224568520366","-1000","2025-02-24","22","45","3","-23","23"
"18169","AGRI COMM BRANCH SWAMIMALAI             ","CHENNAI","2","22","TRICHY","2","4597997","INB MISCELLANEOUS CREDIT IMPS","SYS20250314319634037","27000","2025-03-14","4","15","7","-11","5"
"18169","AGRI COMM BRANCH SWAMIMALAI             ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224568520074","-9500","2025-02-24","22","45","3","-23","23"
"18169","AGRI COMM BRANCH SWAMIMALAI             ","CHENNAI","2","22","TRICHY","2","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224568520213","-5024.78","2025-02-24","22","45","3","-23","23"
"18178","VALANGAIMAN ","CHENNAI","2","22","TRICHY","5","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224568521434","-7000","2025-02-24","22","45","3","-23","23"
"18191","BHARATHINAGAR ","CHENNAI","2","22","TRICHY","3","98746","SD - EXCESS CASH","SYS00000000467578626","10000","2025-03-12","6","NA","NIL","NA","7"
"18191","BHARATHINAGAR ","CHENNAI","2","22","TRICHY","3","98731","SUSPENSE - OTHERS","SYS00000000467953354","-3140","2025-03-17","1","45","2","-44","2"
"18191","BHARATHINAGAR ","CHENNAI","2","22","TRICHY","3","98731","SUSPENSE - OTHERS","SYS00000000467467607","-500","2025-03-11","7","45","2","-38","8"
"18191","BHARATHINAGAR ","CHENNAI","2","22","TRICHY","3","98731","SUSPENSE - OTHERS","SYS00000000467178204","-750","2025-03-07","11","45","2","-34","12"
"18191","BHARATHINAGAR ","CHENNAI","2","22","TRICHY","3","98731","SUSPENSE - OTHERS","SYS00000000465977305","-165436","2025-02-21","25","45","2","-20","26"
"18191","BHARATHINAGAR ","CHENNAI","2","22","TRICHY","3","98581","ATM CASH DISB-CUST AC NOT DEBITED","SYS20250224568522116","-6000","2025-02-24","22","45","3","-23","23"
"18191","BHARATHINAGAR ","CHENNAI","2","22","TRICHY","3","4599273","CASH POINT SHORT CASH ACCOUNT","SYS00000000467938905","-8000","2025-03-17","1","20","7","-19","2"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199845","ATM EXCESS CASH FOUND ACCOUNT","SYS00000000468083746","-500","2025-03-18","0","5","6","-5","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199845","ATM EXCESS CASH FOUND ACCOUNT","SYS00000000468089151","-7000","2025-03-18","0","5","6","-5","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199845","ATM EXCESS CASH FOUND ACCOUNT","SYS00000000468089183","-100","2025-03-18","0","5","6","-5","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199845","ATM EXCESS CASH FOUND ACCOUNT","SYS00000000468090240","-400","2025-03-18","0","5","6","-5","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","1000000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","1000000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","400000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","500000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","200000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","800000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","300000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","500000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","200000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","300000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","1000000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","200000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","1000000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","1000000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","500000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","600000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","900000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","700000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","400000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","1100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","1000000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","300000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","300000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","200000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","300000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","500000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","200000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","700000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","1000000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","100000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","200000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199842","ATM CASH INTERMEDIATE ACCOUNT","0182261104256440","300000","2025-03-18","0","3","5","-3","1"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199843","ATM CASH ADMIN DECREASE ACCOUNT","ADM15032025002603769","-1250000","2025-03-15","3","20","7","-17","4"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199843","ATM CASH ADMIN DECREASE ACCOUNT","ADM15032025002603769","1247000","2025-03-15","3","20","7","-17","4"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199843","ATM CASH ADMIN DECREASE ACCOUNT","ADM15032025002603769","2500","2025-03-15","3","20","7","-17","4"
"18226","SCAB TIRUCHIRAPALLI                     ","CHENNAI","2","22","TRICHY","1","3199845","ATM EXCESS CASH FOUND ACCOUNT","SYS00000000468083021","-800","2025-03-18","0","5","6","-5","1"
